stationID	Y	M	D	DOY	depth_30
0080130708	2011	3	16	75	0.043292
0080130708	2011	3	17	76	0.040429
0080130708	2011	3	18	77	0.04119
0080130708	2011	3	19	78	0.042792
0080130708	2011	3	20	79	0.046174
0080130708	2011	3	21	80	0.0482535
0080130708	2011	3	22	81	0.050333
0080130708	2011	3	23	82	0.050333
0080130708	2011	3	24	83	0.050333
0080130708	2011	3	25	84	0.05075
0080130708	2011	3	26	85	0.050625
0080130708	2011	3	27	86	0.051458
0080130708	2011	3	28	87	0.043417
0080130708	2011	3	29	88	0.043292
0080130708	2011	3	30	89	0.039125
0080130708	2011	3	31	90	0.038833
0080130708	2011	4	1	91	0.038636
0080130708	2011	4	2	92	0.034875
0080130708	2011	4	3	93	0.041348
0080130708	2011	4	4	94	0.034955
0080130708	2011	4	5	95	0.030905
0080130708	2011	4	6	96	0.037333
0080130708	2011	4	7	97	0.046625
0080130708	2011	4	8	98	0.047792
0080130708	2011	4	9	99	0.062429
0080130708	2011	4	10	100	0.087833
0080130708	2011	4	11	101	0.079706
0080130708	2011	4	12	102	0.059125
0080130708	2011	4	13	103	0.051167
0080130708	2011	4	14	104	0.049375
0080130708	2011	4	15	105	0.045958
0080130708	2011	4	16	106	0.04625
0080130708	2011	4	17	107	0.042182
0080130708	2011	4	18	108	0.043333
0080130708	2011	4	19	109	0.042045
0080130708	2011	4	20	110	0.039208
0080130708	2011	4	21	111	0.03925
0080130708	2011	4	22	112	0.036917
0080130708	2011	4	23	113	0.039458
0080130708	2011	4	24	114	0.044042
0080130708	2011	4	25	115	0.037917
0080130708	2011	4	26	116	0.039917
0080130708	2011	4	27	117	0.034958
0080130708	2011	4	28	118	0.030174
0080130708	2011	4	29	119	0.033143
0080130708	2011	4	30	120	0.0322
0080130708	2011	5	1	121	0.032304
0080130708	2011	5	2	122	0.030526
0080130708	2011	5	3	123	0.024727
0080130708	2011	5	4	124	0.023083
0080130708	2011	5	5	125	0.022542
0080130708	2011	5	6	126	0.022227
0080130708	2011	5	7	127	0.02413
0080130708	2011	5	8	128	0.024696
0080130708	2011	5	9	129	0.0335
0080130708	2011	5	10	130	0.036136
0080130708	2011	5	11	131	0.029286
0080130708	2011	5	12	132	0.025
0080130708	2011	5	13	133	0.02381
0080130708	2011	5	14	134	0.023375
0080130708	2011	5	15	135	0.021792
0080130708	2011	5	16	136	0.024909
0080130708	2011	5	17	137	0.028292
0080130708	2011	5	18	138	0.034333
0080130708	2011	5	19	139	0.0401
0080130708	2011	5	20	140	0.031318
0080130708	2011	5	21	141	0.02887
0080130708	2011	5	22	142	0.024917
0080130708	2011	5	23	143	0.024667
0080130708	2011	5	24	144	0.023857
0080130708	2011	5	25	145	0.020095
0080130708	2011	5	26	146	0.019208
0080130708	2011	5	27	147	0.018792
0080130708	2011	5	28	148	0.019187
0080130708	2011	5	29	149	0.022635
0080130708	2011	5	30	150	0.026083
0080130708	2011	5	31	151	0.01475
0080130708	2011	6	1	152	0.016833
0080130708	2011	6	2	153	0.016042
0080130708	2011	6	3	154	0.016333
0080130708	2011	6	4	155	0.014917
0080130708	2011	6	5	156	0.011667
0080130708	2011	6	6	157	0.0155
0080130708	2011	6	7	158	0.016792
0080130708	2011	6	8	159	0.015208
0080130708	2011	6	9	160	0.015958
0080130708	2011	6	10	161	0.015958
0080130708	2011	6	11	162	0.01375
0080130708	2011	6	12	163	0.015542
0080130708	2011	6	13	164	0.012083
0080130708	2011	6	14	165	0.012833
0080130708	2011	6	15	166	0.011292
0080130708	2011	6	16	167	0.013583
0080130708	2011	6	17	168	0.013
0080130708	2011	6	18	169	0.01481
0080130708	2011	6	19	170	0.013905
0080130708	2011	6	20	171	0.015562
0080130708	2011	6	21	172	0.015562
0080130708	2011	6	22	173	-9999
0080130708	2011	6	23	174	-9999
0080130708	2011	6	24	175	-9999
0080130708	2011	6	25	176	-9999
0080130708	2011	6	26	177	-9999
0080130708	2011	6	27	178	-9999
0080130708	2011	6	28	179	-9999
0080130708	2011	6	29	180	-9999
0080130708	2011	6	30	181	-9999
0080130708	2011	7	1	182	-9999
0080130708	2011	7	2	183	-9999
0080130708	2011	7	3	184	-9999
0080130708	2011	7	4	185	-9999
0080130708	2011	7	5	186	-9999
0080130708	2011	7	6	187	-9999
0080130708	2011	7	7	188	-9999
0080130708	2011	7	8	189	-9999
0080130708	2011	7	9	190	-9999
0080130708	2011	7	10	191	-9999
0080130708	2011	7	11	192	-9999
0080130708	2011	7	12	193	-9999
0080130708	2011	7	13	194	-9999
0080130708	2011	7	14	195	-9999
0080130708	2011	7	15	196	-9999
0080130708	2011	7	16	197	-9999
0080130708	2011	7	17	198	-9999
0080130708	2011	7	18	199	-9999
0080130708	2011	7	19	200	-9999
0080130708	2011	7	20	201	-9999
0080130708	2011	7	21	202	-9999
0080130708	2011	7	22	203	-9999
0080130708	2011	7	23	204	0.051364
0080130708	2011	7	24	205	0.051364
0080130708	2011	7	25	206	0.051364
0080130708	2011	7	26	207	0.051364
0080130708	2011	7	27	208	0.051364
0080130708	2011	7	28	209	0.051364
0080130708	2011	7	29	210	0.051364
0080130708	2011	7	30	211	0.051364
0080130708	2011	7	31	212	0.051364
0080130708	2011	8	1	213	0.051364
0080130708	2011	8	2	214	0.046292
0080130708	2011	8	3	215	0.045364
0080130708	2011	8	4	216	0.045316
0080130708	2011	8	5	217	0.043167
0080130708	2011	8	6	218	0.057056
0080130708	2011	8	7	219	0.056917
0080130708	2011	8	8	220	0.060045
0080130708	2011	8	9	221	0.050667
0080130708	2011	8	10	222	0.052773
0080130708	2011	8	11	223	0.057562
0080130708	2011	8	12	224	0.060667
0080130708	2011	8	13	225	0.064333
0080130708	2011	8	14	226	0.064824
0080130708	2011	8	15	227	0.06
0080130708	2011	8	16	228	0.063
0080130708	2011	8	17	229	0.057455
0080130708	2011	8	18	230	0.057227
0080130708	2011	8	19	231	0.0634
0080130708	2011	8	20	232	0.0641
0080130708	2011	8	21	233	0.059773
0080130708	2011	8	22	234	0.0565
0080130708	2011	8	23	235	0.057
0080130708	2011	8	24	236	0.048833
0080130708	2011	8	25	237	0.049458
0080130708	2011	8	26	238	0.048833
0080130708	2011	8	27	239	0.045583
0080130708	2011	8	28	240	0.043292
0080130708	2011	8	29	241	0.042417
0080130708	2011	8	30	242	0.039833
0080130708	2011	8	31	243	0.037958
0080130708	2011	9	1	244	0.0413
0080130708	2011	9	2	245	0.040579
0080130708	2011	9	3	246	0.038458
0080130708	2011	9	4	247	0.035083
0080130708	2011	9	5	248	0.038708
0080130708	2011	9	6	249	0.041667
0080130708	2011	9	7	250	0.039375
0080130708	2011	9	8	251	0.034125
0080130708	2011	9	9	252	0.035667
0080130708	2011	9	10	253	0.040722
0080130708	2011	9	11	254	0.054
0080130708	2011	9	12	255	0.047556
0080130708	2011	9	13	256	0.051833
0080130708	2011	9	14	257	0.059929
0080130708	2011	9	15	258	0.0642
0080130708	2011	9	16	259	0.057231
0080130708	2011	9	17	260	0.056105
0080130708	2011	9	18	261	0.04875
0080130708	2011	9	19	262	0.043167
0080130708	2011	9	20	263	0.041125
0080130708	2011	9	21	264	0.039476
0080130708	2011	9	22	265	0.039875
0080130708	2011	9	23	266	0.037273
0080130708	2011	9	24	267	0.035368
0080130708	2011	9	25	268	0.040818
0080130708	2011	9	26	269	0.035458
0080130708	2011	9	27	270	0.036333
0080130708	2011	9	28	271	0.054231
0080130708	2011	9	29	272	0.047882
0080130708	2011	9	30	273	0.04725
0080130708	2011	10	1	274	0.044286
0080130708	2011	10	2	275	0.052125
0080130708	2011	10	3	276	0.050792
0080130708	2011	10	4	277	0.052333
0080130708	2011	10	5	278	0.052059
0080130708	2011	10	6	279	0.042667
0080130708	2011	10	7	280	0.054333
0080130708	2011	10	8	281	0.047714
0080130708	2011	10	9	282	0.045133
0080130708	2011	10	10	283	0.042292
0080130708	2011	10	11	284	0.036591
0080130708	2011	10	12	285	0.034789
0080130708	2011	10	13	286	0.035857
0080130708	2011	10	14	287	0.036647
0080130708	2011	10	15	288	0.033455
0080130708	2011	10	16	289	0.0355
0080130708	2011	10	17	290	0.031889
0080130708	2011	10	18	291	0.032
0080130708	2011	10	19	292	0.028
0080130708	2011	10	20	293	0.034
0080130708	2011	10	21	294	0.031143
0080130708	2011	10	22	295	0.032714
0080130708	2011	10	23	296	0.03125
0080130708	2011	10	24	297	0.032
0080130708	2011	10	25	298	0.04125
0080130708	2011	10	26	299	0.04125
0080130708	2011	10	27	300	-9999
0080130708	2011	10	28	301	0.054
0080130708	2011	10	29	302	0.054
0080130708	2011	10	30	303	0.054
0080130708	2011	10	31	304	0.054
0080130708	2011	11	1	305	0.054
0080130708	2011	11	2	306	0.054
0080130708	2011	11	3	307	0.054
0080130708	2011	11	4	308	0.054
0080130708	2011	11	5	309	0.054
0080130708	2011	11	6	310	0.054
0080130708	2011	11	7	311	0.078167
0080130708	2011	11	8	312	0.081889
0080130708	2011	11	9	313	0.071474
0080130708	2011	11	10	314	0.06165
0080130708	2011	11	11	315	0.060545
0080130708	2011	11	12	316	0.067318
0080130708	2011	11	13	317	0.078263
0080130708	2011	11	14	318	0.082182
0080130708	2011	11	15	319	0.064556
0080130708	2011	11	16	320	0.061333
0080130708	2011	11	17	321	0.053556
0080130708	2011	11	18	322	0.056842
0080130708	2011	11	19	323	0.056824
0080130708	2011	11	20	324	0.060765
0080130708	2011	11	21	325	0.0656
0080130708	2011	11	22	326	0.0548
0080130708	2011	11	23	327	0.046571
0080130708	2011	11	24	328	0.052909
0080130708	2011	11	25	329	0.066933
0080130708	2011	11	26	330	0.057714
0080130708	2011	11	27	331	0.0436
0080130708	2011	11	28	332	0.043765
0080130708	2011	11	29	333	0.0435
0080130708	2011	11	30	334	0.046471
0080130708	2011	12	1	335	0.064818
0080130708	2011	12	2	336	0.1215
0080130708	2011	12	3	337	0.129065
0080130708	2011	12	4	338	0.13663
0080130708	2011	12	5	339	0.13663
0080130708	2011	12	6	340	0.13663
0080130708	2011	12	7	341	0.13663
0080130708	2011	12	8	342	0.12788
0080130708	2011	12	9	343	0.13065
0080130708	2011	12	10	344	0.12283
0080130708	2011	12	11	345	0.12817
0080130708	2011	12	12	346	0.1486
0080130708	2011	12	13	347	0.1486
0080130708	2011	12	14	348	-9999
0080130708	2011	12	15	349	-9999
0080130708	2011	12	16	350	0.15579
0080130708	2011	12	17	351	0.15579
0080130708	2011	12	18	352	0.15579
0080130708	2011	12	19	353	0.15579
0080130708	2011	12	20	354	0.15579
0080130708	2011	12	21	355	0.15579
0080130708	2011	12	22	356	0.15579
0080130708	2011	12	23	357	0.15579
0080130708	2011	12	24	358	0.15579
0080130708	2011	12	25	359	0.15579
0080130708	2011	12	26	360	0.15392
0080130708	2011	12	27	361	0.14071
0080130708	2011	12	28	362	0.12033
0080130708	2011	12	29	363	0.11936
0080130708	2011	12	30	364	0.11117
0080130708	2011	12	31	365	0.096211
0080130708	2012	1	1	1	0.087778
0080130708	2012	1	2	2	0.0802
0080130708	2012	1	3	3	0.080056
0080130708	2012	1	4	4	0.070364
0080130708	2012	1	5	5	0.07375
0080130708	2012	1	6	6	0.07525
0080130708	2012	1	7	7	0.077842
0080130708	2012	1	8	8	0.084875
0080130708	2012	1	9	9	0.079842
0080130708	2012	1	10	10	0.076286
0080130708	2012	1	11	11	0.077318
0080130708	2012	1	12	12	0.0742
0080130708	2012	1	13	13	0.071778
0080130708	2012	1	14	14	0.070636
0080130708	2012	1	15	15	0.0809
0080130708	2012	1	16	16	0.097375
0080130708	2012	1	17	17	0.1445
0080130708	2012	1	18	18	0.11886
0080130708	2012	1	19	19	0.10459
0080130708	2012	1	20	20	0.090292
0080130708	2012	1	21	21	0.093375
0080130708	2012	1	22	22	0.089917
0080130708	2012	1	23	23	0.088533
0080130708	2012	1	24	24	0.10039
0080130708	2012	1	25	25	0.081917
0080130708	2012	1	26	26	0.077944
0080130708	2012	1	27	27	0.082368
0080130708	2012	1	28	28	0.076917
0080130708	2012	1	29	29	0.067789
0080130708	2012	1	30	30	0.073318
0080130708	2012	1	31	31	0.075833
0080130708	2012	2	1	32	0.074318
0080130708	2012	2	2	33	0.078545
0080130708	2012	2	3	34	0.079182
0080130708	2012	2	4	35	0.075
0080130708	2012	2	5	36	0.07425
0080130708	2012	2	6	37	0.076316
0080130708	2012	2	7	38	0.069667
0080130708	2012	2	8	39	0.075
0080130708	2012	2	9	40	0.071091
0080130708	2012	2	10	41	0.06815
0080130708	2012	2	11	42	0.062889
0080130708	2012	2	12	43	0.077333
0080130708	2012	2	13	44	0.080333
0080130708	2012	2	14	45	0.077857
0080130708	2012	2	15	46	0.1119
0080130708	2012	2	16	47	0.10943
0080130708	2012	2	17	48	0.11179
0080130708	2012	2	18	49	0.10775
0080130708	2012	2	19	50	0.10113
0080130708	2012	2	20	51	0.096846
0080130708	2012	2	21	52	0.085625
0080130708	2012	2	22	53	0.0804165
0080130708	2012	2	23	54	0.075208
0080130708	2012	2	24	55	0.071458
0080130708	2012	2	25	56	0.064
0080130708	2012	2	26	57	0.066542
0080130708	2012	2	27	58	0.075667
0080130708	2012	2	28	59	0.079059
0080130708	2012	2	29	60	0.0642
0080130708	2012	3	1	61	0.067
0080130708	2012	3	2	62	0.07005
0080130708	2012	3	3	63	0.064778
0080130708	2012	3	4	64	0.0584
0080130708	2012	3	5	65	0.055727
0080130708	2012	3	6	66	0.06145
0080130708	2012	3	7	67	0.075389
0080130708	2012	3	8	68	0.0672
0080130708	2012	3	9	69	0.0672
0080130708	2012	3	10	70	-9999
0080130708	2012	3	11	71	-9999
0080130708	2012	3	12	72	-9999
0080130708	2012	3	13	73	-9999
0080130708	2012	3	14	74	-9999
0080130708	2012	3	15	75	-9999
0080130708	2012	3	16	76	-9999
0080130708	2012	3	17	77	-9999
0080130708	2012	3	18	78	-9999
0080130708	2012	3	19	79	-9999
0080130708	2012	3	20	80	-9999
0080130708	2012	3	21	81	-9999
0080130708	2012	3	22	82	-9999
0080130708	2012	3	23	83	-9999
0080130708	2012	3	24	84	-9999
0080130708	2012	3	25	85	-9999
0080130708	2012	3	26	86	-9999
0080130708	2012	3	27	87	-9999
0080130708	2012	3	28	88	-9999
0080130708	2012	3	29	89	-9999
0080130708	2012	3	30	90	-9999
0080130708	2012	3	31	91	-9999
0080130708	2012	4	1	92	-9999
0080130708	2012	4	2	93	-9999
0080130708	2012	4	3	94	-9999
0080130708	2012	4	4	95	-9999
0080130708	2012	4	5	96	-9999
0080130708	2012	4	6	97	-9999
0080130708	2012	4	7	98	-9999
0080130708	2012	4	8	99	-9999
0080130708	2012	4	9	100	-9999
0080130708	2012	4	10	101	-9999
0080130708	2012	4	11	102	-9999
0080130708	2012	4	12	103	-9999
0080130708	2012	4	13	104	-9999
0080130708	2012	4	14	105	-9999
0080130708	2012	4	15	106	-9999
0080130708	2012	4	16	107	-9999
0080130708	2012	4	17	108	-9999
0080130708	2012	4	18	109	-9999
0080130708	2012	4	19	110	-9999
0080130708	2012	4	20	111	-9999
0080130708	2012	4	21	112	-9999
0080130708	2012	4	22	113	-9999
0080130708	2012	4	23	114	-9999
0080130708	2012	4	24	115	-9999
0080130708	2012	4	25	116	-9999
0080130708	2012	4	26	117	-9999
0080130708	2012	4	27	118	-9999
0080130708	2012	4	28	119	-9999
0080130708	2012	4	29	120	-9999
0080130708	2012	4	30	121	-9999
0080130708	2012	5	1	122	-9999
0080130708	2012	5	2	123	-9999
0080130708	2012	5	3	124	-9999
0080130708	2012	5	4	125	-9999
0080130708	2012	5	5	126	-9999
0080130708	2012	5	6	127	-9999
0080130708	2012	5	7	128	-9999
0080130708	2012	5	8	129	-9999
0080130708	2012	5	9	130	-9999
0080130708	2012	5	10	131	-9999
0080130708	2012	5	11	132	-9999
0080130708	2012	5	12	133	-9999
0080130708	2012	5	13	134	-9999
0080130708	2012	5	14	135	-9999
0080130708	2012	5	15	136	-9999
0080130708	2012	5	16	137	-9999
0080130708	2012	5	17	138	-9999
0080130708	2012	5	18	139	-9999
0080130708	2012	5	19	140	-9999
0080130708	2012	5	20	141	-9999
0080130708	2012	5	21	142	-9999
0080130708	2012	5	22	143	-9999
0080130708	2012	5	23	144	-9999
0080130708	2012	5	24	145	-9999
0080130708	2012	5	25	146	-9999
0080130708	2012	5	26	147	-9999
0080130708	2012	5	27	148	-9999
0080130708	2012	5	28	149	-9999
0080130708	2012	5	29	150	-9999
0080130708	2012	5	30	151	-9999
0080130708	2012	5	31	152	-9999
0080130708	2012	6	1	153	-9999
0080130708	2012	6	2	154	-9999
0080130708	2012	6	3	155	-9999
0080130708	2012	6	4	156	-9999
0080130708	2012	6	5	157	-9999
0080130708	2012	6	6	158	-9999
0080130708	2012	6	7	159	-9999
0080130708	2012	6	8	160	-9999
0080130708	2012	6	9	161	-9999
0080130708	2012	6	10	162	-9999
0080130708	2012	6	11	163	-9999
0080130708	2012	6	12	164	-9999
0080130708	2012	6	13	165	-9999
0080130708	2012	6	14	166	-9999
0080130708	2012	6	15	167	-9999
0080130708	2012	6	16	168	-9999
0080130708	2012	6	17	169	-9999
0080130708	2012	6	18	170	-9999
0080130708	2012	6	19	171	-9999
0080130708	2012	6	20	172	-9999
0080130708	2012	6	21	173	-9999
0080130708	2012	6	22	174	-9999
0080130708	2012	6	23	175	-9999
0080130708	2012	6	24	176	-9999
0080130708	2012	6	25	177	-9999
0080130708	2012	6	26	178	-9999
0080130708	2012	6	27	179	-9999
0080130708	2012	6	28	180	-9999
0080130708	2012	6	29	181	-9999
0080130708	2012	6	30	182	-9999
0080130708	2012	7	1	183	-9999
0080130708	2012	7	2	184	-9999
0080130708	2012	7	3	185	-9999
0080130708	2012	7	4	186	-9999
0080130708	2012	7	5	187	-9999
0080130708	2012	7	6	188	-9999
0080130708	2012	7	7	189	-9999
0080130708	2012	7	8	190	-9999
0080130708	2012	7	9	191	-9999
0080130708	2012	7	10	192	-9999
0080130708	2012	7	11	193	-9999
0080130708	2012	7	12	194	-9999
0080130708	2012	7	13	195	-9999
0080130708	2012	7	14	196	-9999
0080130708	2012	7	15	197	-9999
0080130708	2012	7	16	198	-9999
0080130708	2012	7	17	199	-9999
0080130708	2012	7	18	200	-9999
0080130708	2012	7	19	201	-9999
0080130708	2012	7	20	202	-9999
0080130708	2012	7	21	203	-9999
0080130708	2012	7	22	204	-9999
0080130708	2012	7	23	205	-9999
0080130708	2012	7	24	206	-9999
0080130708	2012	7	25	207	-9999
0080130708	2012	7	26	208	-9999
0080130708	2012	7	27	209	-9999
0080130708	2012	7	28	210	-9999
0080130708	2012	7	29	211	-9999
0080130708	2012	7	30	212	-9999
0080130708	2012	7	31	213	-9999
0080130708	2012	8	1	214	-9999
0080130708	2012	8	2	215	-9999
0080130708	2012	8	3	216	-9999
0080130708	2012	8	4	217	-9999
0080130708	2012	8	5	218	-9999
0080130708	2012	8	6	219	-9999
0080130708	2012	8	7	220	-9999
0080130708	2012	8	8	221	-9999
0080130708	2012	8	9	222	-9999
0080130708	2012	8	10	223	-9999
0080130708	2012	8	11	224	-9999
0080130708	2012	8	12	225	-9999
0080130708	2012	8	13	226	-9999
0080130708	2012	8	14	227	-9999
0080130708	2012	8	15	228	-9999
0080130708	2012	8	16	229	-9999
0080130708	2012	8	17	230	-9999
0080130708	2012	8	18	231	-9999
0080130708	2012	8	19	232	-9999
0080130708	2012	8	20	233	-9999
0080130708	2012	8	21	234	-9999
0080130708	2012	8	22	235	-9999
0080130708	2012	8	23	236	-9999
0080130708	2012	8	24	237	-9999
0080130708	2012	8	25	238	-9999
0080130708	2012	8	26	239	-9999
0080130708	2012	8	27	240	-9999
0080130708	2012	8	28	241	-9999
0080130708	2012	8	29	242	-9999
0080130708	2012	8	30	243	-9999
0080130708	2012	8	31	244	-9999
0080130708	2012	9	1	245	-9999
0080130708	2012	9	2	246	-9999
0080130708	2012	9	3	247	-9999
0080130708	2012	9	4	248	-9999
0080130708	2012	9	5	249	-9999
0080130708	2012	9	6	250	-9999
0080130708	2012	9	7	251	-9999
0080130708	2012	9	8	252	-9999
0080130708	2012	9	9	253	-9999
0080130708	2012	9	10	254	-9999
0080130708	2012	9	11	255	-9999
0080130708	2012	9	12	256	-9999
0080130708	2012	9	13	257	-9999
0080130708	2012	9	14	258	-9999
0080130708	2012	9	15	259	-9999
0080130708	2012	9	16	260	-9999
0080130708	2012	9	17	261	-9999
0080130708	2012	9	18	262	-9999
0080130708	2012	9	19	263	-9999
0080130708	2012	9	20	264	-9999
0080130708	2012	9	21	265	-9999
0080130708	2012	9	22	266	-9999
0080130708	2012	9	23	267	-9999
0080130708	2012	9	24	268	-9999
0080130708	2012	9	25	269	-9999
0080130708	2012	9	26	270	-9999
0080130708	2012	9	27	271	-9999
0080130708	2012	9	28	272	-9999
0080130708	2012	9	29	273	-9999
0080130708	2012	9	30	274	-9999
0080130708	2012	10	1	275	-9999
0080130708	2012	10	2	276	-9999
0080130708	2012	10	3	277	-9999
0080130708	2012	10	4	278	-9999
0080130708	2012	10	5	279	-9999
0080130708	2012	10	6	280	-9999
0080130708	2012	10	7	281	-9999
0080130708	2012	10	8	282	-9999
0080130708	2012	10	9	283	-9999
0080130708	2012	10	10	284	-9999
0080130708	2012	10	11	285	-9999
0080130708	2012	10	12	286	-9999
0080130708	2012	10	13	287	-9999
0080130708	2012	10	14	288	-9999
0080130708	2012	10	15	289	-9999
0080130708	2012	10	16	290	-9999
0080130708	2012	10	17	291	-9999
0080130708	2012	10	18	292	-9999
0080130708	2012	10	19	293	-9999
0080130708	2012	10	20	294	-9999
0080130708	2012	10	21	295	-9999
0080130708	2012	10	22	296	-9999
0080130708	2012	10	23	297	-9999
0080130708	2012	10	24	298	-9999
0080130708	2012	10	25	299	-9999
0080130708	2012	10	26	300	-9999
0080130708	2012	10	27	301	-9999
0080130708	2012	10	28	302	-9999
0080130708	2012	10	29	303	-9999
0080130708	2012	10	30	304	-9999
0080130708	2012	10	31	305	-9999
0080130708	2012	11	1	306	-9999
0080130708	2012	11	2	307	-9999
0080130708	2012	11	3	308	-9999
0080130708	2012	11	4	309	-9999
0080130708	2012	11	5	310	-9999
0080130708	2012	11	6	311	-9999
0080130708	2012	11	7	312	-9999
0080130708	2012	11	8	313	-9999
0080130708	2012	11	9	314	-9999
0080130708	2012	11	10	315	-9999
0080130708	2012	11	11	316	-9999
0080130708	2012	11	12	317	-9999
0080130708	2012	11	13	318	-9999
0080130708	2012	11	14	319	-9999
0080130708	2012	11	15	320	-9999
0080130708	2012	11	16	321	-9999
0080130708	2012	11	17	322	-9999
0080130708	2012	11	18	323	-9999
0080130708	2012	11	19	324	-9999
0080130708	2012	11	20	325	-9999
0080130708	2012	11	21	326	-9999
0080130708	2012	11	22	327	-9999
0080130708	2012	11	23	328	-9999
0080130708	2012	11	24	329	-9999
0080130708	2012	11	25	330	-9999
0080130708	2012	11	26	331	-9999
0080130708	2012	11	27	332	-9999
0080130708	2012	11	28	333	-9999
0080130708	2012	11	29	334	-9999
0080130708	2012	11	30	335	-9999
0080130708	2012	12	1	336	-9999
0080130708	2012	12	2	337	-9999
0080130708	2012	12	3	338	-9999
0080130708	2012	12	4	339	-9999
0080130708	2012	12	5	340	-9999
0080130708	2012	12	6	341	-9999
0080130708	2012	12	7	342	-9999
0080130708	2012	12	8	343	-9999
0080130708	2012	12	9	344	-9999
0080130708	2012	12	10	345	-9999
0080130708	2012	12	11	346	-9999
0080130708	2012	12	12	347	-9999
0080130708	2012	12	13	348	-9999
0080130708	2012	12	14	349	-9999
0080130708	2012	12	15	350	-9999
0080130708	2012	12	16	351	-9999
0080130708	2012	12	17	352	-9999
0080130708	2012	12	18	353	-9999
0080130708	2012	12	19	354	-9999
0080130708	2012	12	20	355	-9999
0080130708	2012	12	21	356	-9999
0080130708	2012	12	22	357	-9999
0080130708	2012	12	23	358	-9999
0080130708	2012	12	24	359	-9999
0080130708	2012	12	25	360	-9999
0080130708	2012	12	26	361	-9999
0080130708	2012	12	27	362	-9999
0080130708	2012	12	28	363	-9999
0080130708	2012	12	29	364	-9999
0080130708	2012	12	30	365	-9999
0080130708	2012	12	31	366	-9999
