stationID	Y	M	D	DOY	depth_5	depth_20	depth_51
0250171112	2011	6	10	161	-9999	-9999	-9999
0250171112	2011	6	11	162	-9999	-9999	-9999
0250171112	2011	6	12	163	-9999	-9999	-9999
0250171112	2011	6	13	164	-9999	-9999	-9999
0250171112	2011	6	14	165	-9999	-9999	-9999
0250171112	2011	6	15	166	-9999	-9999	-9999
0250171112	2011	6	16	167	-9999	-9999	-9999
0250171112	2011	6	17	168	-9999	-9999	-9999
0250171112	2011	6	18	169	-9999	-9999	-9999
0250171112	2011	6	19	170	-9999	-9999	-9999
0250171112	2011	6	20	171	-9999	-9999	-9999
0250171112	2011	6	21	172	-9999	-9999	-9999
0250171112	2011	6	22	173	-9999	-9999	-9999
0250171112	2011	6	23	174	-9999	-9999	-9999
0250171112	2011	6	24	175	-9999	-9999	-9999
0250171112	2011	6	25	176	-9999	-9999	-9999
0250171112	2011	6	26	177	-9999	-9999	-9999
0250171112	2011	6	27	178	-9999	-9999	-9999
0250171112	2011	6	28	179	-9999	-9999	-9999
0250171112	2011	6	29	180	-9999	-9999	-9999
0250171112	2011	6	30	181	-9999	-9999	-9999
0250171112	2011	7	1	182	-9999	-9999	-9999
0250171112	2011	7	2	183	-9999	-9999	-9999
0250171112	2011	7	3	184	-9999	-9999	-9999
0250171112	2011	7	4	185	-9999	-9999	-9999
0250171112	2011	7	5	186	-9999	-9999	-9999
0250171112	2011	7	6	187	-9999	-9999	-9999
0250171112	2011	7	7	188	-9999	-9999	-9999
0250171112	2011	7	8	189	-9999	-9999	-9999
0250171112	2011	7	9	190	-9999	-9999	-9999
0250171112	2011	7	10	191	-9999	-9999	-9999
0250171112	2011	7	11	192	-9999	-9999	-9999
0250171112	2011	7	12	193	-9999	-9999	-9999
0250171112	2011	7	13	194	-9999	-9999	-9999
0250171112	2011	7	14	195	-9999	-9999	-9999
0250171112	2011	7	15	196	-9999	-9999	-9999
0250171112	2011	7	16	197	-9999	-9999	-9999
0250171112	2011	7	17	198	-9999	-9999	-9999
0250171112	2011	7	18	199	-9999	-9999	-9999
0250171112	2011	7	19	200	-9999	-9999	-9999
0250171112	2011	7	20	201	-9999	-9999	-9999
0250171112	2011	7	21	202	-9999	-9999	-9999
0250171112	2011	7	22	203	-9999	-9999	-9999
0250171112	2011	7	23	204	-9999	-9999	-9999
0250171112	2011	7	24	205	-9999	-9999	-9999
0250171112	2011	7	25	206	-9999	-9999	-9999
0250171112	2011	7	26	207	-9999	-9999	-9999
0250171112	2011	7	27	208	-9999	-9999	-9999
0250171112	2011	7	28	209	-9999	-9999	-9999
0250171112	2011	7	29	210	-9999	-9999	-9999
0250171112	2011	7	30	211	-9999	-9999	-9999
0250171112	2011	7	31	212	-9999	-9999	-9999
0250171112	2011	8	1	213	-9999	-9999	-9999
0250171112	2011	8	2	214	-9999	-9999	-9999
0250171112	2011	8	3	215	-9999	-9999	-9999
0250171112	2011	8	4	216	-9999	-9999	-9999
0250171112	2011	8	5	217	-9999	-9999	-9999
0250171112	2011	8	6	218	-9999	-9999	-9999
0250171112	2011	8	7	219	-9999	-9999	-9999
0250171112	2011	8	8	220	-9999	-9999	-9999
0250171112	2011	8	9	221	-9999	-9999	-9999
0250171112	2011	8	10	222	-9999	-9999	-9999
0250171112	2011	8	11	223	-9999	-9999	-9999
0250171112	2011	8	12	224	-9999	-9999	-9999
0250171112	2011	8	13	225	-9999	-9999	-9999
0250171112	2011	8	14	226	-9999	-9999	-9999
0250171112	2011	8	15	227	-9999	-9999	-9999
0250171112	2011	8	16	228	-9999	-9999	-9999
0250171112	2011	8	17	229	-9999	-9999	-9999
0250171112	2011	8	18	230	-9999	-9999	-9999
0250171112	2011	8	19	231	-9999	-9999	-9999
0250171112	2011	8	20	232	-9999	-9999	-9999
0250171112	2011	8	21	233	-9999	-9999	-9999
0250171112	2011	8	22	234	-9999	-9999	-9999
0250171112	2011	8	23	235	-9999	-9999	-9999
0250171112	2011	8	24	236	-9999	-9999	-9999
0250171112	2011	8	25	237	-9999	-9999	-9999
0250171112	2011	8	26	238	-9999	-9999	-9999
0250171112	2011	8	27	239	-9999	-9999	-9999
0250171112	2011	8	28	240	-9999	-9999	-9999
0250171112	2011	8	29	241	-9999	-9999	-9999
0250171112	2011	8	30	242	-9999	-9999	-9999
0250171112	2011	8	31	243	-9999	-9999	-9999
0250171112	2011	9	1	244	-9999	-9999	-9999
0250171112	2011	9	2	245	-9999	-9999	-9999
0250171112	2011	9	3	246	-9999	-9999	-9999
0250171112	2011	9	4	247	-9999	-9999	-9999
0250171112	2011	9	5	248	-9999	-9999	-9999
0250171112	2011	9	6	249	-9999	-9999	-9999
0250171112	2011	9	7	250	-9999	-9999	-9999
0250171112	2011	9	8	251	-9999	-9999	-9999
0250171112	2011	9	9	252	-9999	-9999	-9999
0250171112	2011	9	10	253	-9999	-9999	-9999
0250171112	2011	9	11	254	-9999	-9999	-9999
0250171112	2011	9	12	255	-9999	-9999	-9999
0250171112	2011	9	13	256	-9999	-9999	-9999
0250171112	2011	9	14	257	-9999	-9999	-9999
0250171112	2011	9	15	258	-9999	-9999	-9999
0250171112	2011	9	16	259	-9999	-9999	-9999
0250171112	2011	9	17	260	-9999	-9999	-9999
0250171112	2011	9	18	261	-9999	-9999	-9999
0250171112	2011	9	19	262	-9999	-9999	-9999
0250171112	2011	9	20	263	-9999	-9999	-9999
0250171112	2011	9	21	264	-9999	-9999	-9999
0250171112	2011	9	22	265	-9999	-9999	-9999
0250171112	2011	9	23	266	-9999	-9999	-9999
0250171112	2011	9	24	267	-9999	-9999	-9999
0250171112	2011	9	25	268	-9999	-9999	-9999
0250171112	2011	9	26	269	-9999	-9999	-9999
0250171112	2011	9	27	270	-9999	-9999	-9999
0250171112	2011	9	28	271	-9999	-9999	-9999
0250171112	2011	9	29	272	-9999	-9999	-9999
0250171112	2011	9	30	273	-9999	-9999	-9999
0250171112	2011	10	1	274	-9999	-9999	-9999
0250171112	2011	10	2	275	-9999	-9999	-9999
0250171112	2011	10	3	276	-9999	-9999	-9999
0250171112	2011	10	4	277	-9999	-9999	-9999
0250171112	2011	10	5	278	-9999	-9999	-9999
0250171112	2011	10	6	279	-9999	-9999	-9999
0250171112	2011	10	7	280	-9999	-9999	-9999
0250171112	2011	10	8	281	-9999	-9999	-9999
0250171112	2011	10	9	282	-9999	-9999	-9999
0250171112	2011	10	10	283	-9999	-9999	-9999
0250171112	2011	10	11	284	-9999	-9999	-9999
0250171112	2011	10	12	285	-9999	-9999	-9999
0250171112	2011	10	13	286	-9999	-9999	-9999
0250171112	2011	10	14	287	-9999	-9999	-9999
0250171112	2011	10	15	288	-9999	-9999	-9999
0250171112	2011	10	16	289	-9999	-9999	-9999
0250171112	2011	10	17	290	-9999	-9999	-9999
0250171112	2011	10	18	291	-9999	-9999	-9999
0250171112	2011	10	19	292	-9999	-9999	-9999
0250171112	2011	10	20	293	-9999	-9999	-9999
0250171112	2011	10	21	294	0.03	0.37	0.24
0250171112	2011	10	22	295	0.02875	0.37	0.24
0250171112	2011	10	23	296	0.02625	0.3675	0.24
0250171112	2011	10	24	297	0.028333	0.36042	0.24
0250171112	2011	10	25	298	0.03	0.36043	0.24
0250171112	2011	10	26	299	0.03125	0.36	0.24
0250171112	2011	10	27	300	0.03	0.36	0.23917
0250171112	2011	10	28	301	0.027083	0.36	0.235
0250171112	2011	10	29	302	0.027826	0.36	0.23391
0250171112	2011	10	30	303	0.025	0.36	0.23
0250171112	2011	10	31	304	0.0275	0.36	0.23
0250171112	2011	11	1	305	0.022083	0.36	0.23
0250171112	2011	11	2	306	0.02125	0.35375	0.23
0250171112	2011	11	3	307	0.01875	0.35	0.23
0250171112	2011	11	4	308	0.020833	0.35	0.23
0250171112	2011	11	5	309	0.022917	0.35	0.23
0250171112	2011	11	6	310	0.022083	0.35	0.23
0250171112	2011	11	7	311	0.020435	0.34478	0.22739
0250171112	2011	11	8	312	0.022917	0.3425	0.22042
0250171112	2011	11	9	313	0.020833	0.34	0.22
0250171112	2011	11	10	314	0.0225	0.34	0.22
0250171112	2011	11	11	315	0.02125	0.34	0.22
0250171112	2011	11	12	316	0.022083	0.34	0.22
0250171112	2011	11	13	317	0.022917	0.34	0.22
0250171112	2011	11	14	318	0.021667	0.34	0.22
0250171112	2011	11	15	319	0.021739	0.34	0.22
0250171112	2011	11	16	320	0.020833	0.33833	0.22
0250171112	2011	11	17	321	0.019583	0.33083	0.22
0250171112	2011	11	18	322	0.018333	0.32917	0.22
0250171112	2011	11	19	323	0.019167	0.32083	0.21875
0250171112	2011	11	20	324	0.0175	0.31958	0.21375
0250171112	2011	11	21	325	0.015417	0.31167	0.21
0250171112	2011	11	22	326	0.018333	0.30708	0.21
0250171112	2011	11	23	327	0.017917	0.3	0.21
0250171112	2011	11	24	328	0.019167	0.29083	0.21
0250171112	2011	11	25	329	0.019583	0.285	0.21
0250171112	2011	11	26	330	0.019167	0.27667	0.2075
0250171112	2011	11	27	331	0.015833	0.25542	0.20042
0250171112	2011	11	28	332	0.0125	0.20875	0.2
0250171112	2011	11	29	333	0.010833	0.16875	0.2
0250171112	2011	11	30	334	0.012917	0.14667	0.2
0250171112	2011	12	1	335	0.019583	0.13958	0.2
0250171112	2011	12	2	336	0.016667	0.13583	0.2
0250171112	2011	12	3	337	0.014167	0.13542	0.2
0250171112	2011	12	4	338	0.0175	0.13708	0.2
0250171112	2011	12	5	339	0.019583	0.13542	0.2
0250171112	2011	12	6	340	0.02375	0.13917	0.19958
0250171112	2011	12	7	341	0.0225	0.13958	0.19958
0250171112	2011	12	8	342	0.02125	0.14	0.19958
0250171112	2011	12	9	343	0.019167	0.14	0.2
0250171112	2011	12	10	344	0.020417	0.13958	0.19875
0250171112	2011	12	11	345	0.020417	0.13958	0.19667
0250171112	2011	12	12	346	0.02087	0.14	0.19304
0250171112	2011	12	13	347	0.02125	0.14	0.19083
0250171112	2011	12	14	348	0.0225	0.13958	0.19
0250171112	2011	12	15	349	0.02087	0.14	0.19
0250171112	2011	12	16	350	0.020833	0.14	0.19
0250171112	2011	12	17	351	0.019167	0.13792	0.19
0250171112	2011	12	18	352	0.018333	0.13792	0.19
0250171112	2011	12	19	353	0.01875	0.13417	0.19
0250171112	2011	12	20	354	0.020417	0.13458	0.19
0250171112	2011	12	21	355	0.02125	0.13917	0.19
0250171112	2011	12	22	356	0.020417	0.13958	0.19
0250171112	2011	12	23	357	0.020833	0.13833	0.19
0250171112	2011	12	24	358	0.021667	0.13833	0.19
0250171112	2011	12	25	359	0.01875	0.13542	0.19
0250171112	2011	12	26	360	0.01875	0.13333	0.19
0250171112	2011	12	27	361	0.02	0.12958	0.19
0250171112	2011	12	28	362	0.018333	0.13	0.18708
0250171112	2011	12	29	363	0.01625	0.12792	0.18542
0250171112	2011	12	30	364	0.019583	0.12125	0.18125
0250171112	2011	12	31	365	0.01625	0.12083	0.18
0250171112	2012	1	1	1	0.01375	0.12	0.18
0250171112	2012	1	2	2	0.0175	0.12	0.18
0250171112	2012	1	3	3	0.02	0.1175	0.18
0250171112	2012	1	4	4	0.019583	0.11583	0.18
0250171112	2012	1	5	5	0.01875	0.11125	0.18
0250171112	2012	1	6	6	0.01875	0.11042	0.1775
0250171112	2012	1	7	7	0.019167	0.11083	0.17
0250171112	2012	1	8	8	0.017917	0.11042	0.17
0250171112	2012	1	9	9	0.016667	0.11042	0.17
0250171112	2012	1	10	10	0.017917	0.11	0.17
0250171112	2012	1	11	11	0.015	0.10875	0.16917
0250171112	2012	1	12	12	0.019545	0.11	0.16318
0250171112	2012	1	13	13	0.02	0.11	0.16208
0250171112	2012	1	14	14	0.019565	0.10957	0.16
0250171112	2012	1	15	15	0.017917	0.11	0.16
0250171112	2012	1	16	16	0.012917	0.11	0.16
0250171112	2012	1	17	17	0.012083	0.10958	0.16
0250171112	2012	1	18	18	0.0125	0.10792	0.16
0250171112	2012	1	19	19	0.012083	0.10667	0.15917
0250171112	2012	1	20	20	0.01087	0.10958	0.15125
0250171112	2012	1	21	21	0.011739	0.10696	0.15
0250171112	2012	1	22	22	0.01	0.10875	0.15
0250171112	2012	1	23	23	0.010455	0.10458	0.14958
0250171112	2012	1	24	24	0.010455	0.10167	0.1475
0250171112	2012	1	25	25	0.011429	0.1	0.14125
0250171112	2012	1	26	26	0.013333	0.10125	0.14
0250171112	2012	1	27	27	0.01	0.10043	0.14
0250171112	2012	1	28	28	0.010833	0.1	0.1375
0250171112	2012	1	29	29	0.01	0.09875	0.13125
0250171112	2012	1	30	30	0.010625	0.099167	0.13
0250171112	2012	1	31	31	0.01	0.099583	0.12542
0250171112	2012	2	1	32	0.01	0.1	0.12
0250171112	2012	2	2	33	0.010588	0.09875	0.10917
0250171112	2012	2	3	34	0.01	0.09875	0.1
0250171112	2012	2	4	35	0.010833	0.1	0.099167
0250171112	2012	2	5	36	0.0105	0.1	0.099583
0250171112	2012	2	6	37	0.010667	0.1	0.095833
0250171112	2012	2	7	38	0.010476	0.099583	0.094167
0250171112	2012	2	8	39	0.01	0.09875	0.092083
0250171112	2012	2	9	40	0.010417	0.099167	0.090833
0250171112	2012	2	10	41	0.012273	0.098333	0.090417
0250171112	2012	2	11	42	0.014167	0.099583	0.090833
0250171112	2012	2	12	43	0.0125	0.1	0.09125
0250171112	2012	2	13	44	0.012917	0.099583	0.0925
0250171112	2012	2	14	45	0.01625	0.1	0.092083
0250171112	2012	2	15	46	0.0175	0.1	0.090417
0250171112	2012	2	16	47	0.0175	0.1	0.093333
0250171112	2012	2	17	48	0.016667	0.1	0.09375
0250171112	2012	2	18	49	0.018333	0.1	0.095
0250171112	2012	2	19	50	0.015417	0.1	0.09625
0250171112	2012	2	20	51	0.012727	0.099545	0.097727
0250171112	2012	2	21	52	0.012727	0.1	0.092083
0250171112	2012	2	22	53	0.012083	0.099167	0.091667
0250171112	2012	2	23	54	0.012083	0.10083	0.09
0250171112	2012	2	24	55	0.012917	0.1	0.09
0250171112	2012	2	25	56	0.01375	0.10042	0.09
0250171112	2012	2	26	57	0.013333	0.1	0.09
0250171112	2012	2	27	58	0.015417	0.1	0.089583
0250171112	2012	2	28	59	0.015833	0.1	0.09
0250171112	2012	2	29	60	0.014348	0.1	0.09
0250171112	2012	3	1	61	0.010455	0.1	0.09
0250171112	2012	3	2	62	0.0105	0.09913	0.09
0250171112	2012	3	3	63	0.01	0.09875	0.08875
0250171112	2012	3	4	64	0.010417	0.099167	0.085833
0250171112	2012	3	5	65	0.011667	0.1	0.086667
0250171112	2012	3	6	66	0.010714	0.1	0.083478
0250171112	2012	3	7	67	0.01	0.099583	0.080417
0250171112	2012	3	8	68	0.010833	0.099167	0.08
0250171112	2012	3	9	69	0.012143	0.099583	0.08
0250171112	2012	3	10	70	0.010435	0.1	0.08
0250171112	2012	3	11	71	0.01	0.1	0.08
0250171112	2012	3	12	72	0.01	0.1	0.08
0250171112	2012	3	13	73	0.01	0.1	0.08
0250171112	2012	3	14	74	0.01	0.1	0.08
0250171112	2012	3	15	75	0.01	0.099583	0.08
0250171112	2012	3	16	76	0.01	0.1	0.08
0250171112	2012	3	17	77	0.01	0.099583	0.08
0250171112	2012	3	18	78	0.01	0.09875	0.08
0250171112	2012	3	19	79	0.01	0.1	0.08
0250171112	2012	3	20	80	0.0105	0.099167	0.08
0250171112	2012	3	21	81	0.01	0.1	0.08
0250171112	2012	3	22	82	-9999	-9999	-9999
0250171112	2012	3	23	83	0.01	0.1	0.08
0250171112	2012	3	24	84	0.01	0.1	0.08
0250171112	2012	3	25	85	0.01	0.098261	0.08
0250171112	2012	3	26	86	0.010476	0.1	0.08
0250171112	2012	3	27	87	0.010556	0.099167	0.08
0250171112	2012	3	28	88	0.01	0.098696	0.08
0250171112	2012	3	29	89	0.011739	0.098696	0.08
0250171112	2012	3	30	90	0.013043	0.099583	0.08
0250171112	2012	3	31	91	0.011364	0.09875	0.08
0250171112	2012	4	1	92	0.012632	0.098421	0.08
0250171112	2012	4	2	93	0.011304	0.09913	0.08
0250171112	2012	4	3	94	0.013333	0.1	0.08
0250171112	2012	4	4	95	0.010833	0.1	0.08
0250171112	2012	4	5	96	0.0125	0.1	0.08
0250171112	2012	4	6	97	0.010417	0.1	0.08
0250171112	2012	4	7	98	0.010833	0.1	0.08
0250171112	2012	4	8	99	0.012917	0.1	0.08
0250171112	2012	4	9	100	0.01375	0.099583	0.08
0250171112	2012	4	10	101	0.0175	0.1	0.08
0250171112	2012	4	11	102	0.014583	0.10042	0.08
0250171112	2012	4	12	103	0.015417	0.10167	0.08
0250171112	2012	4	13	104	0.015417	0.10333	0.08
0250171112	2012	4	14	105	0.01875	0.10458	0.08
0250171112	2012	4	15	106	0.017083	0.10708	0.08
0250171112	2012	4	16	107	0.019167	0.10875	0.08
0250171112	2012	4	17	108	0.024348	0.10913	0.08
0250171112	2012	4	18	109	0.052917	0.10958	0.085
0250171112	2012	4	19	110	0.0975	0.1105	0.0845
0250171112	2012	4	20	111	0.13333	0.11381	0.084286
0250171112	2012	4	21	112	0.145	0.11917	0.084583
0250171112	2012	4	22	113	0.16042	0.12	0.08875
0250171112	2012	4	23	114	0.16958	0.12458	0.089583
0250171112	2012	4	24	115	0.17833	0.1225	0.09
0250171112	2012	4	25	116	0.18583	0.12792	0.09
0250171112	2012	4	26	117	0.2	0.12792	0.09
0250171112	2012	4	27	118	0.21	0.13	0.09
0250171112	2012	4	28	119	0.2175	0.13	0.09
0250171112	2012	4	29	120	0.23125	0.13042	0.090417
0250171112	2012	4	30	121	0.25083	0.13333	0.093333
0250171112	2012	5	1	122	0.25	0.13417	0.091667
0250171112	2012	5	2	123	0.24375	0.1375	0.092917
0250171112	2012	5	3	124	0.24	0.13708	0.09375
0250171112	2012	5	4	125	0.23583	0.13833	0.098333
0250171112	2012	5	5	126	0.23	0.13958	0.097083
0250171112	2012	5	6	127	0.2525	0.13958	0.099167
0250171112	2012	5	7	128	0.28708	0.14	0.097917
0250171112	2012	5	8	129	0.35375	0.14	0.09625
0250171112	2012	5	9	130	0.39833	0.14	0.099583
0250171112	2012	5	10	131	0.47167	0.14083	0.096667
0250171112	2012	5	11	132	0.4925	0.14042	0.098333
0250171112	2012	5	12	133	0.56167	0.14167	0.094167
0250171112	2012	5	13	134	0.58417	0.14167	0.099167
0250171112	2012	5	14	135	0.5975	0.14417	0.1
0250171112	2012	5	15	136	0.60042	0.14708	0.09875
0250171112	2012	5	16	137	0.60167	0.1475	0.1
0250171112	2012	5	17	138	0.60792	0.15	0.1
0250171112	2012	5	18	139	0.61	0.15	0.1
0250171112	2012	5	19	140	0.61	0.15	0.1
0250171112	2012	5	20	141	0.61125	0.15	0.1
0250171112	2012	5	21	142	-9999	0.15	0.1
0250171112	2012	5	22	143	-9999	0.15	0.1
0250171112	2012	5	23	144	-9999	0.15083	0.1
0250171112	2012	5	24	145	-9999	0.15208	0.1
0250171112	2012	5	25	146	-9999	0.15125	0.1
0250171112	2012	5	26	147	-9999	0.15	0.1
0250171112	2012	5	27	148	-9999	0.17625	0.1
0250171112	2012	5	28	149	-9999	0.17917	0.1
0250171112	2012	5	29	150	-9999	0.17833	0.1
0250171112	2012	5	30	151	-9999	0.17792	0.10042
0250171112	2012	5	31	152	0.56667	0.17875	0.10292
0250171112	2012	6	1	153	0.5575	0.18	0.10167
0250171112	2012	6	2	154	0.56708	0.18	0.10417
0250171112	2012	6	3	155	0.5425	0.18	0.10333
0250171112	2012	6	4	156	0.515	0.18	0.10875
