stationID	Y	M	D	DOY	depth_5	depth_20	depth_51
0250171112	2012	6	5	157	0.48708	0.18	0.10875
0250171112	2012	6	6	158	0.45833	0.18	0.10792
0250171112	2012	6	7	159	0.46375	0.18	0.10625
0250171112	2012	6	8	160	0.44208	0.18167	0.10792
0250171112	2012	6	9	161	0.44667	0.18625	0.10958
0250171112	2012	6	10	162	0.43958	0.19167	0.11
0250171112	2012	6	11	163	0.41917	0.20167	0.11
0250171112	2012	6	12	164	0.36625	0.25167	0.11
0250171112	2012	6	13	165	0.36208	0.37708	0.11
0250171112	2012	6	14	166	0.38875	0.44875	0.11
0250171112	2012	6	15	167	0.37583	-9999	0.11
0250171112	2012	6	16	168	0.36667	-9999	0.11
0250171112	2012	6	17	169	0.3575	-9999	0.16083
0250171112	2012	6	18	170	0.33375	-9999	-9999
0250171112	2012	6	19	171	0.29208	-9999	0.23042
0250171112	2012	6	20	172	0.25375	-9999	0.16
0250171112	2012	6	21	173	0.23167	-9999	0.16
0250171112	2012	6	22	174	0.21125	-9999	0.16
0250171112	2012	6	23	175	0.20042	0.465	0.16
0250171112	2012	6	24	176	0.19292	0.45792	0.15875
0250171112	2012	6	25	177	0.18292	0.44958	0.15917
0250171112	2012	6	26	178	0.18583	0.44	0.16
0250171112	2012	6	27	179	0.20875	0.44	0.16
0250171112	2012	6	28	180	0.22375	0.44333	0.16
0250171112	2012	6	29	181	0.21292	0.4475	0.16
0250171112	2012	6	30	182	0.19917	0.44	0.16
0250171112	2012	7	1	183	0.1925	0.44	0.16083
0250171112	2012	7	2	184	0.19583	0.43042	0.1625
0250171112	2012	7	3	185	0.21292	0.43	0.16833
0250171112	2012	7	4	186	0.2175	0.43	0.17125
0250171112	2012	7	5	187	0.21083	0.43	0.19458
0250171112	2012	7	6	188	0.19708	0.42417	0.26125
0250171112	2012	7	7	189	0.2075	0.42	-9999
0250171112	2012	7	8	190	0.19833	0.415	0.26375
0250171112	2012	7	9	191	0.18833	0.41	0.25958
0250171112	2012	7	10	192	0.18042	0.40208	0.25167
0250171112	2012	7	11	193	0.19917	0.4	0.24917
0250171112	2012	7	12	194	0.195	0.39375	0.2475
0250171112	2012	7	13	195	0.18	0.39	0.24087
0250171112	2012	7	14	196	0.17708	0.38583	0.24
0250171112	2012	7	15	197	0.16857	0.38	0.24
0250171112	2012	7	16	198	0.19783	0.3813	0.23957
0250171112	2012	7	17	199	0.21875	0.38542	0.24
0250171112	2012	7	18	200	0.195	0.38	0.24
0250171112	2012	7	19	201	0.23083	0.38917	0.24042
0250171112	2012	7	20	202	0.24375	0.41083	0.25583
0250171112	2012	7	21	203	0.21174	0.40217	0.25696
0250171112	2012	7	22	204	0.20842	0.39316	0.25
0250171112	2012	7	23	205	0.20619	0.39	0.24762
0250171112	2012	7	24	206	0.215	0.38792	0.24
0250171112	2012	7	25	207	0.21583	0.38958	0.24
0250171112	2012	7	26	208	0.19958	0.38042	0.24
0250171112	2012	7	27	209	0.18875	0.38	0.24
0250171112	2012	7	28	210	0.18	0.38	0.24
0250171112	2012	7	29	211	0.17167	0.38	0.24
0250171112	2012	7	30	212	0.16542	0.38	0.24
0250171112	2012	7	31	213	0.16	0.37958	0.24
0250171112	2012	8	1	214	0.15833	0.37958	0.24
0250171112	2012	8	2	215	0.15083	0.37875	0.24
0250171112	2012	8	3	216	0.1925	0.38	0.24
0250171112	2012	8	4	217	0.22458	0.38167	0.24
0250171112	2012	8	5	218	0.2225	0.38	0.24
0250171112	2012	8	6	219	0.2125	0.38	0.24
0250171112	2012	8	7	220	0.19958	0.38	0.24
0250171112	2012	8	8	221	0.19042	0.38	0.24
0250171112	2012	8	9	222	0.1875	0.38	0.24
0250171112	2012	8	10	223	0.18	0.38	0.24
0250171112	2012	8	11	224	0.18	0.37833	0.24
0250171112	2012	8	12	225	0.17	0.38	0.24
0250171112	2012	8	13	226	0.16667	0.37958	0.24
0250171112	2012	8	14	227	0.16	0.3725	0.24
0250171112	2012	8	15	228	0.16	0.37	0.24
0250171112	2012	8	16	229	0.15125	0.37	0.24
0250171112	2012	8	17	230	0.15	0.37	0.2375
0250171112	2012	8	18	231	0.14333	0.37	0.235
0250171112	2012	8	19	232	0.14042	0.37	0.23083
0250171112	2012	8	20	233	0.13958	0.36917	0.23
0250171112	2012	8	21	234	0.17542	0.36958	0.23
0250171112	2012	8	22	235	0.18333	0.37	0.23
0250171112	2012	8	23	236	0.17333	0.3675	0.23
0250171112	2012	8	24	237	0.16542	0.36042	0.23
0250171112	2012	8	25	238	0.18875	0.36458	0.23
0250171112	2012	8	26	239	0.22958	0.37	0.23
0250171112	2012	8	27	240	0.28333	0.395	0.23792
0250171112	2012	8	28	241	0.24	0.39417	0.24
0250171112	2012	8	29	242	0.22125	0.38167	0.24
0250171112	2012	8	30	243	0.21125	0.38	0.24
0250171112	2012	8	31	244	0.20125	0.38	0.24
0250171112	2012	9	1	245	0.20708	0.38	0.24
0250171112	2012	9	2	246	0.25167	0.38	0.24
0250171112	2012	9	3	247	0.22458	0.38	0.24
0250171112	2012	9	4	248	0.24	0.38	0.24
0250171112	2012	9	5	249	0.22952	0.38	0.24
0250171112	2012	9	6	250	0.24167	0.38125	0.24
0250171112	2012	9	7	251	0.25833	0.38958	0.24
0250171112	2012	9	8	252	0.235	0.38292	0.24
0250171112	2012	9	9	253	0.23	0.38042	0.24
0250171112	2012	9	10	254	0.22522	0.38	0.24
0250171112	2012	9	11	255	0.22	0.38	0.24043
0250171112	2012	9	12	256	0.21333	0.38	0.24125
0250171112	2012	9	13	257	0.21	0.38	0.24292
0250171112	2012	9	14	258	0.20333	0.38	0.24208
0250171112	2012	9	15	259	0.2	0.38	0.24042
0250171112	2012	9	16	260	0.19667	0.38	0.24
0250171112	2012	9	17	261	0.19	0.38	0.24
0250171112	2012	9	18	262	0.19	0.38	0.24
0250171112	2012	9	19	263	0.1825	0.38	0.24
0250171112	2012	9	20	264	0.18125	0.38	0.24
0250171112	2012	9	21	265	0.23667	0.38	0.24
0250171112	2012	9	22	266	0.23375	0.38	0.24
0250171112	2012	9	23	267	0.21875	0.38	0.24
0250171112	2012	9	24	268	0.21	0.37958	0.24
0250171112	2012	9	25	269	0.20583	0.37875	0.24
0250171112	2012	9	26	270	0.2	0.37958	0.24
0250171112	2012	9	27	271	0.2	0.37958	0.24
0250171112	2012	9	28	272	0.19958	0.38	0.24
0250171112	2012	9	29	273	0.19417	0.37542	0.24
0250171112	2012	9	30	274	0.19	0.37625	0.24
0250171112	2012	10	1	275	0.18917	0.37583	0.24
0250171112	2012	10	2	276	0.18375	0.37167	0.24
0250171112	2012	10	3	277	0.18	0.37	0.24
0250171112	2012	10	4	278	0.18	0.37	0.24
0250171112	2012	10	5	279	0.18	0.37	0.24
0250171112	2012	10	6	280	0.21304	0.37348	0.2387
0250171112	2012	10	7	281	0.2475	0.38	0.23958
0250171112	2012	10	8	282	0.24167	0.38	0.24
0250171112	2012	10	9	283	0.23042	0.38	0.24
0250171112	2012	10	10	284	0.22167	0.375	0.24
0250171112	2012	10	11	285	0.21625	0.37625	0.24
0250171112	2012	10	12	286	0.20833	0.37	0.24
0250171112	2012	10	13	287	0.2	0.37	0.24
0250171112	2012	10	14	288	0.19208	0.37125	0.24
0250171112	2012	10	15	289	0.17833	0.37167	0.24
0250171112	2012	10	16	290	0.165	0.37	0.24
0250171112	2012	10	17	291	0.1525	0.37	0.24
0250171112	2012	10	18	292	0.13708	0.37	0.23792
0250171112	2012	10	19	293	0.11542	0.37	0.2325
0250171112	2012	10	20	294	0.08875	0.37	0.23042
0250171112	2012	10	21	295	0.059167	0.37	0.23
0250171112	2012	10	22	296	0.043333	0.37	0.23
0250171112	2012	10	23	297	0.037917	0.3675	0.23
0250171112	2012	10	24	298	0.03	0.365	0.23
0250171112	2012	10	25	299	0.027826	0.36261	0.23
0250171112	2012	10	26	300	0.027083	0.36	0.23
0250171112	2012	10	27	301	0.029167	0.36	0.23
0250171112	2012	10	28	302	0.02625	0.36	0.23
0250171112	2012	10	29	303	0.030833	0.36	0.22417
0250171112	2012	10	30	304	0.028333	0.36	0.22
0250171112	2012	10	31	305	0.03	0.36	0.22
0250171112	2012	11	1	306	0.027059	0.35824	0.22
0250171112	2012	11	2	307	0.027083	0.35042	0.22
0250171112	2012	11	3	308	0.023333	0.35	0.22
0250171112	2012	11	4	309	0.0225	0.35	0.22
0250171112	2012	11	5	310	0.02625	0.34917	0.22
0250171112	2012	11	6	311	0.02625	0.34708	0.2175
0250171112	2012	11	7	312	0.025	0.34417	0.21625
0250171112	2012	11	8	313	0.02375	0.34	0.21708
0250171112	2012	11	9	314	0.023333	0.34	0.21083
0250171112	2012	11	10	315	0.02375	0.34	0.21
0250171112	2012	11	11	316	0.022917	0.34	0.21
0250171112	2012	11	12	317	0.02625	0.34	0.21
0250171112	2012	11	13	318	0.020417	0.34	0.21
0250171112	2012	11	14	319	0.025833	0.33792	0.21
0250171112	2012	11	15	320	0.02125	0.33042	0.20917
0250171112	2012	11	16	321	0.020417	0.33	0.20375
0250171112	2012	11	17	322	0.02	0.33	0.20125
0250171112	2012	11	18	323	0.019583	0.32042	0.2
0250171112	2012	11	19	324	0.014167	0.32	0.2
0250171112	2012	11	20	325	0.018333	0.31	0.2
0250171112	2012	11	21	326	0.017083	0.30292	0.2
0250171112	2012	11	22	327	0.019167	0.3	0.2
0250171112	2012	11	23	328	0.02	0.29565	0.2
0250171112	2012	11	24	329	0.01625	0.28958	0.2
0250171112	2012	11	25	330	0.015	0.28125	0.19375
0250171112	2012	11	26	331	0.011818	0.27773	0.19
0250171112	2012	11	27	332	0.01125	0.26875	0.19
0250171112	2012	11	28	333	0.012083	0.25833	0.19
0250171112	2012	11	29	334	0.011667	0.2325	0.18875
0250171112	2012	11	30	335	0.011304	0.18708	0.18333
0250171112	2012	12	1	336	0.012609	0.14875	0.18083
0250171112	2012	12	2	337	0.010435	0.12875	0.18
0250171112	2012	12	3	338	0.010526	0.11917	0.18
0250171112	2012	12	4	339	0.01	0.10917	0.18
0250171112	2012	12	5	340	0.01	0.1025	0.18
0250171112	2012	12	6	341	0.01	0.1	0.17292
0250171112	2012	12	7	342	0.01	0.099583	0.17
0250171112	2012	12	8	343	0.01	0.099167	0.17
0250171112	2012	12	9	344	0.01	0.097083	0.16625
0250171112	2012	12	10	345	0.010556	0.09875	0.16042
0250171112	2012	12	11	346	0.01	0.099167	0.16
0250171112	2012	12	12	347	0.011111	0.099583	0.16
0250171112	2012	12	13	348	0.010455	0.099583	0.16
0250171112	2012	12	14	349	0.010417	0.1	0.16
0250171112	2012	12	15	350	0.010417	0.10042	0.15875
0250171112	2012	12	16	351	0.010417	0.10333	0.15458
0250171112	2012	12	17	352	0.011667	0.10167	0.15042
0250171112	2012	12	18	353	0.010435	0.10042	0.15167
0250171112	2012	12	19	354	0.01125	0.1	0.15
0250171112	2012	12	20	355	0.012083	0.1	0.15
0250171112	2012	12	21	356	0.013158	0.1	0.15
0250171112	2012	12	22	357	0.010417	0.099583	0.15
0250171112	2012	12	23	358	0.01	0.099167	0.14917
0250171112	2012	12	24	359	0.01	0.1	0.14591
0250171112	2012	12	25	360	-9999	-9999	-9999
0250171112	2012	12	26	361	-9999	-9999	-9999
0250171112	2012	12	27	362	-9999	-9999	-9999
0250171112	2012	12	28	363	-9999	-9999	-9999
0250171112	2012	12	29	364	-9999	-9999	-9999
0250171112	2012	12	30	365	-9999	-9999	-9999
0250171112	2012	12	31	366	-9999	-9999	-9999
